vendor,date_min,date_max, date_evo_min, date_evo_max,exact_Evo,exact_SR,exact_c9,two_mkt,three_mkt,all_mkt,ag_only,hamming_SR,hamming_evo,hamming_c9,h_three_mkt,h_two_mkt,h_all_mkt,h_ag_only
starrynight,2014-02-02,2015-03-13, 2014-12-02, 2014-12-13,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
band-aid,2014-03-03,2015-04-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
getbtc,2014-06-22,2015-03-25, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
doncamillo,2014-08-27,2014-11-25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
products4you,2014-01-01,2015-01-16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
uk.shrooms,2014-09-20,2015-03-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
highindemand,2014-11-07,2015-02-21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
toysoldiers,2014-02-05,2015-03-27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
cola,2014-01-26,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ermahgerddrugs,2014-01-26,2014-04-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
gearheadsr,2014-01-26,2014-08-14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
weednation,2014-02-23,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
caliconnect,2014-02-23,2014-05-16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
homegrown,2014-02-23,2014-10-04, 2014-06-09, 2014-09-15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
grimreaper,2014-05-24,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ebay,2014-04-06,2015-06-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
theheineken,2014-02-23,2014-03-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
smileypostman,2015-03-25,2015-06-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
420tqc,2015-01-29,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ickysticky,2015-02-28,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
missgreen,2014-02-18,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
pinky,2014-01-09,2014-07-18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
aussiequantomics,2014-02-23,2014-10-22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
deepbay,2015-01-21,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
morespace,2014-01-16,2014-11-08, 2014-06-11, 2014-11-19,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
lex,2014-05-31,2014-06-01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
lunac,2014-02-23,2014-09-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
citylights,2014-01-01,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
freestylerfreak13a,2014-01-01,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
hamsteranfetoso,2014-02-23,2014-07-18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
zxenonx,2014-01-16,2014-03-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
thebartender,2014-01-01,2015-07-07,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
cannabiswholesale,2014-02-23,2014-04-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mountain,2014-01-26,2015-06-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
methylonde,2014-01-01,2014-12-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
kleo,2015-05-31,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
baronjoy,2015-04-27,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
synester,2014-10-29,2015-07-07, 2014-06-09, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
the_lynx,2014-02-23,2014-05-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
strayasfinest,2014-12-03,2015-04-14, 2015-01-02, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
renegade,2014-02-28,2015-04-02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
tranzcentral,2014-01-26,2015-06-20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ritex,2014-01-09,2014-06-22, 2014-06-09, 2014-09-15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
3dames,2014-01-01,2014-12-15,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
mandala,2014-01-01,2015-06-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
farma.cist,2014-12-01,2015-05-28,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
aussieherbalsmoke,2014-03-01,2014-12-26,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
australianhash,2014-04-24,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
keno13,2014-01-26,2014-11-03, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
sir-acab,2014-02-05,2015-06-20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
harveynorman,2014-10-03,2015-07-07, 2014-12-24, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
dmtnexus,2014-01-01,2014-03-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
zya,2014-01-01,2014-05-31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
realpassagesmalibu,2014-03-03,2014-03-18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
theassociates,2014-03-01,2015-06-22,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
mr_nice_guy,2014-02-23,2014-03-18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
starlight,2014-02-23,2015-07-07,0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
californiadreamin,2014-01-01,2014-03-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
flaxceed,2014-01-26,2014-09-15, 2014-06-09, 2014-09-21,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
althea,2014-01-01,2015-06-02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
asianvixen,2014-05-06,2014-12-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
walmartsupercenter,2014-03-18,2014-07-29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
missbliss,2014-02-24,2014-11-03,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
maxmustermann,2014-02-18,2014-05-24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
rastainpeace,2014-07-29,2015-01-29,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
cashco,2014-03-03,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
euhighz,2014-01-01,2014-06-01,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
aaapee911,2014-01-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
cokedirectuk,2014-02-23,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
hank_scorpio,2015-04-25,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
sinmac1906,2014-12-12,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
scorpionvenomdmt,2015-05-31,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
gnosis,2014-10-25,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
supplyanddemand,2014-03-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
seattlesbestcannabis,2014-07-26,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
charliewhite,2015-06-28,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
xonestopshopx,2015-06-30,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
brownjames,2014-06-01,2015-07-07, 2015-02-21, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
shroomson,2014-05-16,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
thedigital,2015-03-07,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
dutchdelights,2015-02-16,2015-07-07, 2015-02-21, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
supersolid,2014-08-14,2015-07-07, 2014-11-13, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
ozconnection,2014-05-16,2015-07-07, 2014-07-26, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
svnslick,2015-04-04,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ringodeathstarr,2014-02-23,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
dmtme,2015-06-07,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
subs4daze,2014-02-28,2015-07-04, 2014-10-31, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
tom_and_jerry,2014-06-11,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
drxanax,2015-05-15,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
brickbank,2015-05-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
charliebrownco.,2015-06-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
gandalfsgearnz,2014-12-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
qualitywhite,2015-03-13,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
kaesefritz_ger,2014-08-03,2015-07-07, 2014-07-20, 2014-12-04,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
lion,2014-01-09,2015-07-01, 2014-06-09, 2015-01-04,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
missjessica,2014-04-24,2015-07-07, 2014-07-14, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
cosmicbites,2014-05-24,2015-06-28, 2014-11-07, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
kriminale2,2014-10-04,2015-06-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
canadiansupply,2014-07-18,2015-05-21,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
ganjadoctor,2015-03-22,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
maisonfondee,2015-06-13,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
pacman4000,2015-04-25,2015-05-28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
psystorm,2015-03-13,2015-07-07, 2014-07-15, 2015-03-26,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
morfar1864,2015-03-16,2015-05-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ace.of.spades,2014-12-18,2015-06-20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ts420,2015-03-30,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
quicklick,2015-02-05,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
oase,2014-11-19,2015-07-07, 2014-09-06, 2014-09-15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
thestimguy,2015-03-25,2015-06-20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
thedarkl0rd,2015-03-29,2015-05-16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
c63amgsr,2014-09-05,2015-05-21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
bulkdealer,2015-04-12,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
etizolam,2015-02-19,2015-06-20, 2014-12-24, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
usa-to-usa-drugstore,2015-03-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
aussieprime,2014-02-23,2015-07-07, 2014-06-16, 2015-03-24,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
bigpharma,2015-04-09,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
pharma-deal,2015-03-27,2015-07-07, 2015-03-26, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
hurryupandbuy,2015-01-23,2015-07-07, 2015-02-21, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
thelittleguys,2014-04-06,2015-07-07, 2014-06-09, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
bob-bitchin,2014-02-23,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
higherstandards,2014-11-11,2015-06-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
dutchmagic,2014-02-23,2015-05-13, 2014-06-29, 2015-03-26,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
xzirbeldruesex,2015-03-29,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
vladdyrs,2014-06-16,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
aracay,2014-07-05,2015-07-07, 2014-06-09, 2015-03-24,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
dutchelite,2014-07-18,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
effacable,2015-02-17,2015-04-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ausmate,2014-02-02,2015-07-07, 2014-06-09, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
tony_montana,2015-01-04,2015-04-25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
cdarwin,2014-11-08,2015-07-07, 2014-11-08, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
legal_eyes,2014-06-16,2015-03-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mr.lewis,2014-02-23,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
highendd,2014-02-02,2015-06-22, 2014-12-02, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
heizzenberg,2015-04-27,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
goodcitizensau,2015-04-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
freshtouch,2014-03-01,2015-06-30, 2015-02-21, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
thepowderguy,2014-11-01,2015-04-02, 2014-11-29, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
iesource,2014-08-27,2015-03-19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
budgetstoreuk,2014-12-06,2015-07-07, 2015-01-09, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
sweettganjababe,2014-05-06,2015-07-07, 2014-11-19, 2015-01-09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
concentrate-dealer,2014-10-31,2015-04-02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
medsxpress,2015-01-23,2015-07-07, 2015-03-26, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
cali_kush,2014-06-11,2015-07-07, 2014-10-04, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
fractaldrift,2015-02-13,2015-06-07, 2015-02-21, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
libertyscales,2014-11-21,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
budbrother,2014-01-01,2015-06-22, 2014-11-08, 2015-03-26,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
karmalab,2015-03-25,2015-06-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
richporter,2014-02-28,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
supremepaper,2014-09-29,2015-06-07, 2014-08-26, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
vanillasky,2014-01-01,2015-07-07, 2014-12-19, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
updownandallaround,2014-11-18,2015-05-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
drmckay,2015-01-28,2015-02-19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
dragoncove,2014-04-24,2015-04-30, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
theleanzebra,2015-02-11,2015-05-21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
bestman365,2014-04-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
panoramix,2014-12-23,2015-07-07, 2014-12-23, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
eurorxx,2015-03-07,2015-04-02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
studydrugsuk,2014-11-14,2015-06-04, 2014-12-13, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
greenblvd,2014-04-24,2015-07-07, 2014-10-29, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
socal_connect,2014-10-25,2015-07-07, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
general_store,2014-07-18,2015-05-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
planetarium,2014-10-17,2015-03-29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
starbuy,2014-08-30,2015-06-04, 2014-08-20, 2015-03-26,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
moggymoo,2014-12-12,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
buddys,2014-06-01,2015-07-07, 2014-07-05, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
instagram,2015-02-02,2015-02-13, 2014-08-29, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
swisshound78,2014-04-06,2015-07-07, 2015-03-26, 2015-03-26,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
chinadank,2014-06-01,2015-03-03, 2014-12-17, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
dutchsupply,2015-02-16,2015-07-07, 2015-02-21, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
himalayanblues,2014-02-23,2015-02-19, 2014-06-09, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
leifgw,2015-02-21,2015-07-07, 2014-11-14, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
fullescrow,2015-03-16,2015-03-25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
bcndrugs,2014-07-26,2015-06-28, 2014-08-31, 2015-03-01,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
pharmacyking,2014-08-20,2015-06-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
stefandl,2014-02-23,2015-04-20, 2014-07-21, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
fido,2014-12-06,2014-12-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mike,2014-02-28,2015-07-07, 2014-06-09, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
nocturn4l,2014-01-01,2015-07-07, 2014-12-05, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
pablo-ijscobar,2014-12-10,2015-07-07, 2014-09-06, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
thebudfather,2014-02-23,2015-07-07, 2014-08-29, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
deals_direct,2014-11-13,2015-06-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
fakeasanything,2014-02-24,2015-07-07, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
doctorgreen,2014-06-11,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
kaliforniaproducts,2014-04-26,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
t3h_fonz,2014-11-15,2015-04-09, 2014-06-11, 2014-12-21,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
mjprovider,2014-12-06,2014-12-28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
methaqualone,2014-05-10,2015-01-01, 2014-06-09, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
opiateconnect,2014-07-18,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
jimmyho5,2014-04-06,2015-06-02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
redstore,2015-01-23,2015-05-28, 2015-01-02, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
hollandia,2014-11-18,2015-06-20, 2015-03-03, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
pkhydro,2014-06-11,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
weedshop,2015-04-04,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
187acab,2015-01-16,2015-07-01, 2014-06-09, 2015-03-24,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
phantasia,2015-06-26,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
opioid5,2014-09-05,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
oxyking,2014-06-11,2015-05-21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
