vendor,date_min,date_max, date_evo_min, date_evo_max,exact_Evo,exact_SR,exact_c9,two_mkt,three_mkt,all_mkt,ag_only,hamming_SR,hamming_evo,hamming_c9,h_three_mkt,h_two_mkt,h_all_mkt,h_ag_only
pdxblack,2014-01-09,2015-01-28, 2014-06-09, 2015-01-09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
stealthbomber,2014-02-23,2015-07-07, 2014-09-08, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
jimjah,2014-03-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
skunkuk,2015-01-15,2015-06-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
zorr0,2014-12-10,2014-12-17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
aussiehitsfromthebong,2014-11-10,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
blackbusiness,2014-06-01,2015-04-02, 2014-09-22, 2014-12-04,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
oao,2014-02-28,2014-12-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
indiabenzos,2014-07-18,2015-06-20, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
apollonian,2014-02-23,2015-06-30, 2014-06-09, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
myceliummarket,2014-10-06,2015-07-07, 2014-11-14, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
theregulars,2015-04-14,2015-06-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
pimpit,2014-01-01,2015-06-04, 2014-06-21, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
chipchipperson,2014-05-03,2015-07-07, 2014-06-09, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
magichat,2014-02-02,2015-07-01, 2014-06-09, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
currency,2014-02-28,2015-06-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
fakeita,2014-08-27,2015-05-17, 2014-06-09, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
igotstheblues,2014-07-18,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
germanshop,2014-08-27,2015-07-07, 2014-11-10, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
flawlessfakeids,2014-02-15,2015-07-07, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
dimitrytoo,2014-01-26,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
ukchemicals,2014-10-29,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
sunline_inc,2014-06-16,2015-06-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
frconnection,2014-07-18,2015-04-10, 2014-08-05, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
btcboss,2014-10-09,2015-06-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mrniceguy26,2014-04-24,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
420express,2014-10-06,2015-07-07, 2014-12-04, 2015-03-15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
l0rzo,2014-03-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
meds4uk,2014-02-02,2015-01-21,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
blackbobbailey,2014-05-06,2015-06-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
moderationiskey,2014-12-28,2015-04-27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mephman,2014-07-18,2015-05-17, 2014-07-03, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
hadherall,2014-02-02,2015-04-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
croix,2014-11-19,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
ozdeals,2014-08-14,2015-06-28, 2014-10-02, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
scoobydoosmokes67,2014-01-01,2015-06-20,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
flyfelix,2014-02-18,2015-07-07, 2014-06-15, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
indianpilldaddy,2014-03-03,2015-07-07, 2014-11-29, 2015-03-26,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
dmtexpress,2014-08-27,2014-12-15, 2014-11-29, 2014-12-23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
mrbudget,2014-08-27,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
rook,2014-01-01,2015-02-24, 2014-08-20, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
veeker,2014-03-06,2015-07-07, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
qoh,2014-09-15,2015-02-16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
apotheke,2014-06-19,2015-07-07, 2014-07-07, 2015-03-24,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,1,0,0,1,0,0
eliteness,2014-05-16,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
greenjack,2014-08-27,2015-07-07, 2014-08-25, 2015-03-10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
mrs.blanco,2014-08-14,2015-04-30,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
magicman,2014-11-15,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
nextdayvalium,2014-05-16,2015-07-07, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
bullseye,2014-06-11,2015-04-22, 2014-10-10, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
dmtdoodeelsd,2014-11-06,2015-06-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ident!ty,2014-05-31,2015-02-17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
bamsefar,2014-12-17,2015-07-07, 2014-12-14, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
alphadweller,2014-09-20,2014-12-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
the-backbone,2014-02-18,2015-06-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
dutchaussies,2014-08-14,2015-04-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
saralea,2014-02-18,2015-06-04,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
soni_mathers,2014-04-06,2015-05-21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
kraeuterfreund,2014-07-21,2014-12-17, 2014-06-09, 2014-12-29,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
alesklar,2014-04-06,2015-02-19, 2014-06-09, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
realsupremesmoke,2014-05-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
5588,2014-03-03,2015-07-07, 2014-09-10, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
mrcronk,2014-01-01,2015-07-07, 2014-12-02, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
nordicshrooms,2014-02-23,2015-07-07, 2014-11-06, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
organicbudz,2014-11-15,2015-05-21, 2014-08-20, 2015-01-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
buddercup,2014-05-24,2015-07-01, 2014-10-10, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
levelhead,2014-12-06,2015-01-18, 2014-10-13, 2015-01-06,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
craigman,2014-06-11,2015-07-07, 2014-11-29, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
profesorhouse,2014-10-27,2014-12-30, 2014-06-09, 2015-01-09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
columbiamagic,2014-11-11,2015-02-24, 2014-12-02, 2015-03-04,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
spacelab,2014-03-18,2015-03-13,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
diegomaradona,2014-02-23,2015-07-07, 2014-07-14, 2014-09-15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
forvex,2014-04-26,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
drugs4you,2014-06-01,2015-07-07, 2014-06-09, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
ozmarket,2014-01-26,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mr.clean,2015-01-10,2015-03-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
sunnyvale_assassins,2014-12-28,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mitak,2014-10-09,2015-05-17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
hanspoel,2014-07-26,2015-06-26,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
ncbb,2014-07-26,2015-01-18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
markovich,2014-01-09,2015-07-07, 2014-09-24, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
kamikaze,2014-08-27,2015-03-19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
nicedrugs,2014-09-22,2014-11-25, 2014-09-12, 2014-12-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
rubymoonlight,2014-09-22,2014-12-21, 2014-09-12, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
satin_julie,2014-02-02,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
premiumimport,2014-12-23,2015-02-19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
gnarlygnome,2014-07-26,2015-07-07, 2015-02-21, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
darkvendor,2014-05-24,2015-05-17, 2014-06-09, 2015-03-24,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,1,0,1,0,0
tambourineman,2014-06-16,2015-03-22,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
concentratesking,2014-04-06,2015-07-07, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
koe,2014-04-06,2014-11-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
kobrivoje,2014-03-18,2015-07-07, 2014-06-09, 2015-03-26,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
medindia,2014-05-31,2015-07-07, 2014-06-09, 2014-06-30,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
repaaa,2014-01-01,2015-07-07, 2014-06-13, 2015-03-26,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
cash4bitcoin,2014-07-18,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
humboldtheart,2014-07-26,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
kayanow,2014-02-23,2015-02-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
darkmark,2014-04-06,2015-01-23, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
pleasurenator,2014-04-06,2015-04-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
oxy~rx,2014-05-03,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
topqualityca,2014-08-03,2014-10-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
nogravity,2014-01-09,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ganjamerchant,2014-07-18,2015-02-24, 2014-06-28, 2015-03-24,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
bumble701,2014-09-26,2014-11-25, 2014-11-22, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
bestaussiegear,2014-07-18,2015-07-07, 2014-06-24, 2015-03-24,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
hogstandard,2014-04-06,2015-06-26, 2014-11-23, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
socksrockslocks,2014-01-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ashylarry,2014-04-24,2015-06-20, 2015-03-15, 2015-03-26,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
greenstreet,2014-08-03,2015-07-07, 2014-08-01, 2015-03-23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
thegreenhouse,2014-12-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
medicalweed,2014-11-16,2015-04-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
sweshroom,2014-02-18,2015-01-21, 2014-07-03, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
acapulcogold420,2014-04-24,2015-03-22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
nebulin,2014-07-18,2015-04-30,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
humboldtherbs,2014-10-06,2015-05-21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
kush2push,2014-04-06,2014-11-03, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
sageofsixpaths,2014-07-18,2014-09-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
towelie,2014-04-24,2014-11-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ukbtc,2014-07-26,2014-11-19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
tim2001,2014-08-14,2014-11-25,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
righteous,2014-01-16,2015-07-07, 2014-08-01, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
mysticridethroughgalaxy,2014-12-30,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
pandadirect,2015-01-21,2015-01-28,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
luckys,2014-11-10,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
bisto,2014-02-23,2015-07-07, 2014-06-09, 2014-11-13,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
battista,2014-06-11,2015-07-07, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
skatingpot,2014-08-03,2014-12-06, 2014-06-09, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
earthworld777,2014-05-24,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
deweed,2014-05-24,2014-12-23, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
sargon,2015-03-22,2015-07-07, 2014-12-27, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
citra-evo,2015-03-22,2015-06-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
rxchemist,2014-06-01,2015-07-07, 2014-08-03, 2014-10-02,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
domesticmolly,2014-11-24,2015-06-22, 2014-10-06, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
hightimes,2014-04-06,2014-10-22, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
purplechemists,2014-07-21,2015-01-16, 2014-07-06, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
only,2014-04-06,2015-07-07, 2014-06-09, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
mrniceguy007,2014-01-09,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
trevorphilipsenterprises,2014-06-01,2014-11-13,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
sweetspot,2014-09-15,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
myconnect,2014-06-19,2014-11-28,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
madeincanada,2014-10-06,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
seeds_co,2014-04-06,2014-11-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
astronomicat,2014-07-18,2015-05-21, 2015-02-21, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
laflamablanca101,2014-12-03,2015-01-08, 2014-10-10, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
bigdeal100,2014-03-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
thegratefuldeadfamily,2014-08-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
pastperfect,2014-05-16,2015-07-07, 2014-07-15, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
crazedchemist,2014-10-25,2015-06-30, 2014-10-10, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
sc13nce,2015-03-22,2015-07-07,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
justrelax,2014-05-31,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
meyerlansky2,2014-04-24,2015-07-07, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
novaspeed,2014-04-24,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
leftovers,2014-08-14,2015-01-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
enki,2014-01-16,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
meltdown,2014-04-24,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
medright,2014-05-06,2015-02-24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
p3z,2014-02-23,2014-11-01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
montfort,2014-10-09,2015-07-07, 2014-11-25, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
thexchange,2014-02-24,2015-03-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
canadadirect,2014-05-03,2014-07-29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
colorado,2014-02-28,2015-05-15, 2014-08-14, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
007,2014-05-31,2014-06-19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
docanderson88,2014-07-18,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
amsterdamwtc,2014-09-22,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
nouveauest,2014-06-03,2014-11-27, 2014-08-14, 2015-01-09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
godspeed,2014-02-23,2014-12-01, 2014-06-09, 2014-12-17,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
packstation24,2014-09-22,2014-11-03, 2014-08-25, 2014-10-06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
richierich,2014-02-28,2014-12-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
bigbudsforyou,2014-08-03,2015-03-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
misssunshine,2014-05-16,2014-10-19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
nikkimanaj,2014-03-03,2015-03-16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
subprime,2014-01-16,2014-08-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
medicalrc,2014-06-01,2014-11-03, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
saint_symbiosis,2014-02-10,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
nibbler,2014-01-16,2015-06-11, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
friendlyfiend,2014-05-03,2014-11-11,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
evangitis,2014-07-18,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
solidseller,2014-09-26,2015-05-29, 2014-08-01, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
dutchdope,2014-01-01,2014-08-14,0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
daydreamer33,2014-04-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
streetlord,2014-03-06,2014-04-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
hackthegibson,2014-02-23,2015-07-07, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
medex,2014-02-23,2014-12-20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
candyman,2014-01-26,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
koptevo,2014-02-23,2015-07-07, 2014-06-09, 2015-01-09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
kwikeemart,2014-02-23,2014-08-14, 2014-06-09, 2014-08-16,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
i_dont_know,2014-02-23,2015-07-01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
amsterdamngood,2014-01-01,2015-02-01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
snowball_ii,2014-04-06,2014-05-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
0.28000000,BBMC,BBMC,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
americaondrugs,2014-03-06,2014-04-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
kratas,2014-02-28,2014-11-03, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
pharmacy,2014-02-28,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
adventure_time!,2014-04-06,2015-06-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
