,vendor,date_min,date_max, date_evo_min, date_evo_max,exact_Evo,exact_SR,exact_c9,hamming_SR,hamming_evo,hamming_c9,three_mkt,h_three_mkt,two_mkt,h_two_mkt,all_mkt,h_all_mkt,ag_and_dead_market,ag_and_evo_market,h_ag_only
2067,stealth-ninja,2015-01-09,2015-04-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2068,persephone,2014-11-10,2015-02-13, 2014-11-10, 2014-12-13,1.0,,,0,1,0,,0,,1,,0,0,1,0
2069,michealkors69,2014-12-03,2015-01-15,,,,,,0,0,0,,0,,0,,0,0,0,1
2070,empirestatestore,2014-11-14,2014-11-19,,,,,,0,0,0,,0,,0,,0,0,0,1
2071,dankindoorsnw,2014-02-23,2015-03-25,,,,,,0,0,0,,0,,0,,0,0,0,1
2072,callmejoe,2014-05-24,2015-07-07, 2014-11-20, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
2073,testsubject,2014-02-23,2015-06-28,,,,,,0,0,0,,0,,0,,0,0,0,1
2074,northwestproducts,2015-01-16,2015-02-11,,,,,,0,0,0,,0,,0,,0,0,0,1
2075,rcs4you,2014-08-14,2015-05-21, 2014-08-25, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2076,strains.,2014-10-27,2015-01-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2077,misterhotice,2015-01-23,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2078,deepmeds,2015-04-09,2015-07-07, 2014-06-09, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
2079,underground_god,2015-05-13,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2080,superstealthsam,2014-02-23,2015-02-05, 2014-11-24, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2081,aussiedrugsdirect,2014-12-10,2015-03-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2082,cornerapothecary,2014-04-06,2015-02-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2083,thatfunnytaste,2014-10-06,2014-11-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2084,ixxx,2014-09-20,2014-11-25,,,,,,0,0,0,,0,,0,,0,0,0,1
2085,greensurfer,2014-07-26,2015-06-22,,,,,,0,0,0,,0,,0,,0,0,0,1
2086,alpha_male,2014-02-23,2015-01-15,,,,,,0,0,0,,0,,0,,0,0,0,1
2087,cashmonay13,2014-02-15,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2088,usaxpress,2014-07-26,2014-10-31,,,,,,0,0,0,,0,,0,,0,0,0,1
2089,ukxtc-,2014-09-26,2014-10-29,,,,,,0,1,1,,1,,1,,0,0,1,0
2090,cryptochronic,2014-01-01,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2091,weed4dayzz,2014-12-06,2015-02-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2092,ravecandy,2014-07-26,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2093,goodman12345,2014-12-17,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2094,rockyroad14,2014-04-24,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2095,mishka,2014-03-06,2014-07-21,,,,,,0,0,0,,0,,0,,0,0,0,1
2096,destiny,2014-03-01,2014-06-11,,,,,,0,0,0,,0,,0,,0,0,0,1
2097,marketman,2014-05-24,2014-06-19,,,,,,0,0,0,,0,,0,,0,0,0,1
2098,bestdrugs,2015-03-22,2015-04-25, 2014-12-27, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2099,ukweedshop,2014-02-23,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2100,cousinmolly,2014-02-23,2015-03-05, 2014-08-05, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
2101,pegasusbuisiness,2014-04-06,2014-05-16,,,,,,0,0,0,,0,,0,,0,0,0,1
2102,gloriousrepublicofweed,2014-06-11,2014-12-28,,,,,,0,0,0,,0,,0,,0,0,0,1
2103,raulgallardo,2014-02-23,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2104,hqdope,2014-06-16,2014-09-26, 2014-06-09, 2014-12-25,1.0,,,0,1,0,,0,,1,,0,0,1,0
2105,patrick_star,2014-06-11,2014-06-19,,,,,,0,0,0,,0,,0,,0,0,0,1
2106,quixotic,2014-02-28,2015-03-27,,,,,,0,0,0,,0,,0,,0,0,0,1
2107,guns_ammo,2014-01-01,2014-08-14, 2014-06-09, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
2108,liteman,2014-02-23,2015-01-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2109,malakoff,2014-04-24,2014-06-01, 2014-06-09, 2015-01-09,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
2110,mabra,2014-01-01,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2111,elenchus,2014-01-09,2014-02-24,,,,,,0,0,0,,0,,0,,0,0,0,1
2112,-thepakistani-,2014-04-06,2014-11-03, 2014-07-08, 2015-03-24,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
2113,xanaxman,2014-02-18,2014-07-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2114,felixuk,2014-02-24,2015-07-07, 2014-08-03, 2015-03-24,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
2115,northeast,2015-06-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2116,partyflocknl,2015-05-04,2015-07-07, 2014-12-13, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2117,hubba_bubba,2015-06-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2118,galindoi,2015-03-22,2015-07-07, 2015-03-07, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
2119,420swe,2015-04-25,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2120,drjay,2014-10-17,2015-07-07, 2014-06-09, 2014-09-17,1.0,,,0,1,0,,0,,1,,0,0,1,0
2121,beverlythrills,2015-06-11,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2122,drugswings,2015-05-21,2015-06-15,,,,,,0,0,0,,0,,0,,0,0,0,1
2123,aplus,2015-03-25,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2124,kraeutergarten,2015-02-24,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2125,budease,2015-06-01,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2126,saxon,2015-06-11,2015-07-07,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
2127,borz808,2015-02-16,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2128,urlocalbudtender,2015-02-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2129,irave,2015-04-07,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2130,necro,2015-05-03,2015-07-07,,,,,,0,1,0,,0,,1,,0,0,1,0
2131,iwearnopants,2015-03-25,2015-04-13,,,,,,0,0,0,,0,,0,,0,0,0,1
2132,mr_biz,2015-03-25,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2133,soulhigh,2015-01-21,2015-06-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2134,colombiaconnection,2015-03-22,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2135,pep-and-pills,2015-03-25,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2136,kaskade,2015-02-24,2015-06-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2137,medical_marijuana,2015-01-29,2015-03-19,,,,,,0,0,0,,0,,0,,0,0,0,1
2138,houseofspirit,2014-01-01,2015-03-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2139,plunderdownunder,2014-05-24,2015-06-04, 2014-06-09, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2140,libre_comm,2015-01-28,2015-04-09,,,,,,0,0,0,,0,,0,,0,0,0,1
2141,benjaminbutton,2014-07-26,2014-12-12,,,,,,0,0,0,,0,,0,,0,0,0,1
2142,digitalpossi2014,2014-11-16,2014-11-22, 2014-06-09, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2143,goldeneagle420,2014-12-15,2015-01-29, 2014-12-13, 2015-01-02,1.0,,,0,1,0,,0,,1,,0,0,1,0
2144,cookiemonstah,2014-11-07,2014-12-01, 2014-11-10, 2014-12-10,1.0,,,0,1,0,,0,,1,,0,0,1,0
2145,mitchhedberg,2015-03-25,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2146,mrasia,2015-06-22,2015-07-07, 2014-09-30, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2147,bholabs,2015-04-13,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2148,syntech,2014-09-05,2014-11-10, 2014-08-31, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2149,premium_buds,2014-01-16,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2150,psystuff,2015-01-24,2015-02-13,,,,,,0,0,0,,0,,0,,0,0,0,1
2151,yesman18,2014-08-27,2015-01-08,,,,,,0,0,0,,0,,0,,0,0,0,1
2152,annie_ann,2014-01-16,2014-11-27,,,,,,0,0,0,,0,,0,,0,0,0,1
2153,genepool,2014-12-17,2015-06-02,,,,,,0,0,0,,0,,0,,0,0,0,1
2154,neonino,2014-11-06,2014-12-15, 2014-10-29, 2014-12-27,1.0,,,0,1,0,,0,,1,,0,0,1,0
2155,drivenuk,2014-08-03,2014-11-25,,,,,,0,0,0,,0,,0,,0,0,0,1
2156,connectking,2015-04-27,2015-05-13,,,,,,0,0,0,,0,,0,,0,0,0,1
2157,theblacklist,2015-03-15,2015-07-07, 2015-03-26, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2158,cowgirl33,2014-09-29,2015-05-06,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2159,ausbuds,2014-10-14,2014-11-25,,,,,,0,0,0,,0,,0,,0,0,0,1
2160,mrniceguy2all,2014-11-15,2015-01-02, 2014-12-21, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2161,purplemoneyinc,2014-07-29,2014-09-22,,,,,,0,0,0,,0,,0,,0,0,0,1
2162,maxshop,2014-07-18,2014-10-29,,,,,,0,0,0,,0,,0,,0,0,0,1
2163,traphouse,2014-01-01,2015-07-07, 2014-06-09, 2015-03-26,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
2164,corey_worthington,2014-04-06,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2165,bilderberg,2014-06-01,2014-11-08,,,,,,0,0,0,,0,,0,,0,0,0,1
2166,sensibrothers,2014-07-26,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2167,wizard.of.oz,2015-04-07,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
